linha,sku,nome,motivo,erro
72,4027,Arranhador Mini Poste Base Redonda SP,DUPLICADO,SKU 4027 já existe (ID: 239)
73,3254,Arranhador Mobile SP,DUPLICADO,SKU 3254 já existe (ID: 240)
74,3370,Arranhador Retangular Com Arco 40X20cm SP,DUPLICADO,SKU 3370 já existe (ID: 241)
75,2870,Arranhador Toboga Casa de Gato SP,DUPLICADO,SKU 2870 já existe (ID: 242)
76,3305,Arranhador Torre Cats SP,DUPLICADO,SKU 3305 já existe (ID: 243)
77,1130,Babador com Renda,DUPLICADO,SKU 1130 já existe (ID: 244)
78,3433,Balancinho Calopsita P,DUPLICADO,SKU 3433 já existe (ID: 245)
79,3339,Balanco Arco Brinquedo Para Passaros Happy Bird,DUPLICADO,SKU 3339 já existe (ID: 246)
80,3430,Balanço Argola Calopsita,DUPLICADO,SKU 3430 já existe (ID: 247)
81,2437,Balanco Biju Luxo Grande Agrodog,DUPLICADO,SKU 2437 já existe (ID: 248)
82,3338,Balanco Brinquedo Para Passaros Happy Bird,DUPLICADO,SKU 3338 já existe (ID: 249)
83,2436,Balanco de Madeira p Argaponis Agrodog,DUPLICADO,SKU 2436 já existe (ID: 250)
84,3535,Balanço Para Calopsita Com Pedra de Calcio SP,DUPLICADO,SKU 3535 já existe (ID: 251)
85,3690,Balanço Para Passaros Grande,DUPLICADO,SKU 3690 já existe (ID: 252)
86,3739,Balanço Rede Para Passaros Still Pet,DUPLICADO,SKU 3739 já existe (ID: 253)
87,3432,Balanço Redondo Grande,DUPLICADO,SKU 3432 já existe (ID: 254)
88,1131,Bandana GG Macho/Femea,DUPLICADO,SKU 1131 já existe (ID: 255)
89,5169,Bandana Macho M,DUPLICADO,SKU 5169 já existe (ID: 256)
90,5861,Bandana Pascoa,DUPLICADO,SKU 5861 já existe (ID: 257)
91,1049,Bandana Variados,DUPLICADO,SKU 1049 já existe (ID: 258)
92,2753,Bandeja Dura Pets,DUPLICADO,SKU 2753 já existe (ID: 259)
93,94,"Bandeja para Granulado e Areia para Gatos C41,2xL30,1xA10cm",DUPLICADO,SKU 94 já existe (ID: 260)
94,2397,Banheira Gato Classic Furacao Pet varias cores,DUPLICADO,SKU 2397 já existe (ID: 261)
95,3331,Banheira Gato Furacao Pet - Cores Sortidas,DUPLICADO,SKU 3331 já existe (ID: 262)
96,2396,Banheira Gato Furacão Pet c/ Arco varias cores,DUPLICADO,SKU 2396 já existe (ID: 263)
97,2398,Banheira Gato Furacao Pet Classic Plus Varias Cores,DUPLICADO,SKU 2398 já existe (ID: 264)
98,4094,Banheira Gato Furacao Pet Glamour,DUPLICADO,SKU 4094 já existe (ID: 265)
99,1264,Banheira Gato Furba Completa Furacao Pet,DUPLICADO,SKU 1264 já existe (ID: 266)
100,4372,Banheira Gato Joy Furacao Pequena,DUPLICADO,SKU 4372 já existe (ID: 267)
